sim_time, unit_box_Custom?world_linear_acceleration/x
0.865, 8.42383e-17
0.866, 2.61876e-16
0.867, -4.48666e-16
0.868, -1.82218e-16
0.869, 1.06125e-15
0.87, 8.42414e-17
0.871, -5.37484e-16
0.872, -5.3749e-16
0.873, 7.94792e-16
0.874, 1.32769e-15
0.875, -1.95856e-15
0.876, -7.15118e-16
0.877, 2.12705e-15
0.878, -3.82374e-15
0.879, 3.90341e-15
0.88, -2.31384e-15
0.881, 1.77178e-15
0.882, -3.59849e-16
0.883, -1.33684e-15
0.884, 1.32769e-15
0.885, -1.82204e-16
0.886, -4.48669e-16
0.887, -6.26302e-16
0.888, 3.19286e-15
0.889, -2.75792e-15
0.89, -9.81569e-16
0.891, 2.74878e-15
0.892, -1.78094e-15
0.893, 4.395e-16
0.894, -3.5985e-16
0.895, 1.41651e-15
0.896, 1.32769e-15
0.897, -4.17901e-15
0.898, 1.68296e-15
0.899, 4.39518e-16
0.9, 3.50688e-16
0.901, -1.8221e-16
0.902, -3.5985e-16
0.903, -1.33685e-15
0.904, 1.50533e-15
0.905, -4.48663e-16
0.906, 2.61876e-16
0.907, -8.92755e-16
0.908, 2.3935e-15
0.909, -3.02438e-15
0.91, 2.48231e-15
0.911, 2.61883e-16
0.912, -3.02438e-15
0.913, 2.65995e-15
0.914, 4.39518e-16
0.915, -2.04738e-15
0.916, 1.94942e-15
0.917, -3.46847e-15
0.918, 2.83759e-15
0.919, 1.73065e-16
0.92, -8.92756e-16
0.921, -3.59841e-16
0.922, 8.83605e-16
0.923, 2.03823e-15
0.924, -1.6921e-15
0.925, -1.82226e-16
0.926, -1.51447e-15
0.927, 1.68296e-15
0.928, -1.24802e-15
0.929, -1.6033e-15
0.93, 2.57114e-15
0.931, 7.05969e-16
0.932, -2.22502e-15
0.933, 1.77178e-15
0.934, -8.03939e-16
0.935, -1.82206e-16
0.936, 1.32769e-15
0.937, 2.61879e-16
0.938, -2.22502e-15
0.939, 1.41651e-15
0.94, 5.28334e-16
0.941, 1.73058e-16
0.942, -2.84674e-15
0.943, 2.12705e-15
0.944, -6.26293e-16
0.945, -9.81568e-16
0.946, 2.57114e-15
0.947, -3.02437e-15
0.948, 1.86059e-15
0.949, 7.05969e-16
0.95, -5.37482e-16
0.951, -1.07039e-15
0.952, 8.42494e-17
0.953, -4.58779e-18
0.954, 8.83613e-16
0.955, 1.23887e-15
0.956, -7.15112e-16
0.957, -1.51447e-15
0.958, 6.17145e-16
0.959, -8.03932e-16
0.96, 2.57115e-15
0.961, -2.13621e-15
0.962, 2.61874e-16
0.963, 4.39517e-16
0.964, 1.32769e-15
0.965, -2.58029e-15
0.966, 2.74878e-15
0.967, -3.1132e-15
0.968, 2.21587e-15
0.969, -4.57356e-18
0.97, -1.15921e-15
0.971, -8.03936e-16
0.972, 1.68297e-15
0.973, -6.26303e-16
0.974, 4.39516e-16
0.975, -7.15116e-16
0.976, -8.92748e-16
0.977, 1.94942e-15
0.978, 6.17145e-16
0.979, -2.31384e-15
0.98, 2.21586e-15
0.981, -3.6461e-15
0.982, 2.12705e-15
0.983, 1.23888e-15
0.984, 8.83604e-16
0.985, -2.13621e-15
0.986, -4.48665e-16
0.987, 6.17147e-16
0.988, 6.17159e-16
0.989, 4.39521e-16
0.99, 8.42423e-17
0.991, -1.33684e-15
0.992, -1.60329e-15
0.993, 1.86059e-15
0.994, -4.58537e-18
0.995, -9.33941e-17
0.996, -4.5765e-18
0.997, -8.92756e-16
0.998, 2.03823e-15
0.999, 8.42503e-17
1, -3.1132e-15
1.001, 2.12705e-15
1.002, 7.94777e-16
1.003, -1.1592e-15
1.004, 2.6187e-16
1.005, 1.73066e-16
1.006, -9.8157e-16
1.007, 2.65996e-15
1.008, -2.93557e-15
1.009, 1.68296e-15
1.01, -1.24803e-15
1.011, -1.07039e-15
1.012, 2.12706e-15
1.013, 7.94775e-16
1.014, -2.93555e-15
1.015, 2.74877e-15
1.016, -4.57709e-18
1.017, -1.51447e-15
1.018, 2.61877e-16
1.019, 2.61879e-16
1.02, -5.37481e-16
1.021, -6.26298e-16
1.022, 1.23888e-15
1.023, 6.17145e-16
1.024, -1.82219e-16
1.025, -8.03923e-16
1.026, -3.59843e-16
1.027, -3.59846e-16
1.028, 3.63695e-15
1.029, -1.69212e-15
1.03, -1.24803e-15
1.031, 2.61868e-16
1.032, -2.71027e-16
1.033, -9.33928e-17
1.034, 1.73055e-16
1.035, 7.05968e-16
1.036, -6.263e-16
1.037, -9.81578e-16
1.038, 1.41651e-15
1.039, -4.48651e-16
1.04, 1.06123e-15
1.041, 2.6187e-16
1.042, -3.29083e-15
1.043, 3.37051e-15
1.044, -1.15921e-15
1.045, 1.73059e-16
1.046, -5.37478e-16
1.047, 7.94777e-16
1.048, -9.81559e-16
1.049, -4.48663e-16
1.05, 3.37051e-15
1.051, -2.40266e-15
1.052, 2.61869e-16
1.053, -8.92748e-16
1.054, 1.06124e-15
1.055, 2.61851e-16
1.056, -4.57232e-18
1.057, -8.92753e-16
1.058, -1.07038e-15
1.059, 3.10406e-15
1.06, -2.66912e-15
1.061, 1.50532e-15
1.062, -1.60329e-15
1.063, 1.15006e-15
1.064, -4.57187e-18
1.065, -1.15921e-15
1.066, 1.06124e-15
1.067, -1.82217e-16
