sim_time, unit_box_Custom?world_angular_acceleration/y
1.325, 19.5639
1.326, 0.0212042
1.327, -19.5639
1.328, -0.0212231
1.329, 19.5639
1.33, 0.0212042
1.331, -19.5639
1.332, -0.0212231
1.333, 19.5639
1.334, 0.0212042
1.335, -19.5639
1.336, -0.0212231
1.337, 19.5639
1.338, 0.0212042
1.339, -19.5639
1.34, -0.0212231
1.341, 19.5639
1.342, 0.0212042
1.343, -19.5639
1.344, -0.0212231
1.345, 19.5639
1.346, 0.0212042
1.347, -19.5639
1.348, -0.0212231
1.349, 19.5639
1.35, 0.0212042
1.351, -19.5639
1.352, -0.0212231
1.353, 19.5639
1.354, 0.0212042
1.355, -19.5639
1.356, -0.0212231
1.357, 19.5639
1.358, 0.0212042
1.359, -19.5639
1.36, -0.0212231
1.361, 19.5639
1.362, 0.0212042
1.363, -19.5639
1.364, -0.0212231
1.365, 19.5639
1.366, 0.0212042
1.367, -19.5639
1.368, -0.0212231
1.369, 19.5639
1.37, 0.0212042
1.371, -19.5639
