sim_time, unit_box_Custom?world_angular_velocity/y
1.603, -0.00977135
1.604, -0.00979257
1.605, 0.00977136
1.606, 0.00979256
1.607, -0.00977135
1.608, -0.00979257
1.609, 0.00977136
1.61, 0.00979256
1.611, -0.00977135
1.612, -0.00979257
1.613, 0.00977136
1.614, 0.00979256
1.615, -0.00977135
1.616, -0.00979257
1.617, 0.00977136
1.618, 0.00979256
1.619, -0.00977135
1.62, -0.00979257
1.621, 0.00977136
1.622, 0.00979256
1.623, -0.00977135
1.624, -0.00979257
1.625, 0.00977136
1.626, 0.00979256
1.627, -0.00977135
1.628, -0.00979257
1.629, 0.00977136
1.63, 0.00979256
1.631, -0.00977135
1.632, -0.00979257
1.633, 0.00977136
1.634, 0.00979256
1.635, -0.00977135
1.636, -0.00979257
1.637, 0.00977136
1.638, 0.00979256
1.639, -0.00977135
1.64, -0.00979257
1.641, 0.00977136
1.642, 0.00979256
1.643, -0.00977135
1.644, -0.00979257
1.645, 0.00977136
1.646, 0.00979256
1.647, -0.00977135
1.648, -0.00979257
1.649, 0.00977136
1.65, 0.00979256
1.651, -0.00977135
1.652, -0.00979257
1.653, 0.00977136
1.654, 0.00979256
1.655, -0.00977135
1.656, -0.00979257
1.657, 0.00977136
1.658, 0.00979256
1.659, -0.00977135
1.66, -0.00979257
1.661, 0.00977136
1.662, 0.00979256
1.663, -0.00977135
1.664, -0.00979257
1.665, 0.00977136
1.666, 0.00979256
1.667, -0.00977135
1.668, -0.00979257
1.669, 0.00977136
1.67, 0.00979256
1.671, -0.00977135
1.672, -0.00979257
1.673, 0.00977136
1.674, 0.00979256
1.675, -0.00977135
1.676, -0.00979257
1.677, 0.00977136
1.678, 0.00979256
1.679, -0.00977135
1.68, -0.00979257
1.681, 0.00977136
1.682, 0.00979256
1.683, -0.00977135
1.684, -0.00979257
1.685, 0.00977136
1.686, 0.00979256
1.687, -0.00977135
1.688, -0.00979257
1.689, 0.00977136
1.69, 0.00979256
1.691, -0.00977135
1.692, -0.00979257
1.693, 0.00977136
1.694, 0.00979256
1.695, -0.00977135
1.696, -0.00979257
1.697, 0.00977136
1.698, 0.00979256
1.699, -0.00977135
1.7, -0.00979257
1.701, 0.00977136
1.702, 0.00979256
1.703, -0.00977135
1.704, -0.00979257
1.705, 0.00977136
1.706, 0.00979256
1.707, -0.00977135
1.708, -0.00979257
1.709, 0.00977136
1.71, 0.00979256
1.711, -0.00977135
1.712, -0.00979257
1.713, 0.00977136
1.714, 0.00979256
1.715, -0.00977135
1.716, -0.00979257
1.717, 0.00977136
1.718, 0.00979256
1.719, -0.00977135
1.72, -0.00979257
1.721, 0.00977136
1.722, 0.00979256
1.723, -0.00977135
1.724, -0.00979257
1.725, 0.00977136
1.726, 0.00979256
1.727, -0.00977135
1.728, -0.00979257
1.729, 0.00977136
1.73, 0.00979256
1.731, -0.00977135
1.732, -0.00979257
1.733, 0.00977136
1.734, 0.00979256
1.735, -0.00977135
1.736, -0.00979257
1.737, 0.00977136
1.738, 0.00979256
1.739, -0.00977135
1.74, -0.00979257
1.741, 0.00977136
1.742, 0.00979256
1.743, -0.00977135
1.744, -0.00979257
1.745, 0.00977136
1.746, 0.00979256
1.747, -0.00977135
