sim_time, unit_box_Custom?world_linear_velocity/z
0.254, -0.0035665
0.255, 0.00376549
0.256, -0.00356509
0.257, 0.00376506
0.258, -0.00356356
0.259, 0.00376849
0.26, -0.0035621
0.261, 0.00376807
0.262, -0.00356052
0.263, 0.0037716
0.264, -0.00355902
0.265, 0.00377117
0.266, -0.00355739
0.267, 0.0037748
0.268, -0.00355583
0.269, 0.00377438
0.27, -0.00355415
0.271, 0.0037781
0.272, -0.00355255
0.273, 0.00377769
0.274, -0.00355081
0.275, 0.00378151
0.276, -0.00354915
0.277, 0.0037811
0.278, -0.00354736
0.279, 0.00378503
0.28, -0.00354565
0.281, 0.00378463
0.282, -0.0035438
0.283, 0.00378866
0.284, -0.00354204
0.285, 0.00378827
0.286, -0.00354013
0.287, 0.00379241
0.288, -0.00353831
0.289, 0.00379203
0.29, -0.00353634
0.291, 0.00379627
0.292, -0.00353446
0.293, 0.0037959
0.294, -0.00353243
0.295, 0.00380026
0.296, -0.00353049
0.297, 0.0037999
0.298, -0.0035284
0.299, 0.00380438
0.3, -0.00352639
0.301, 0.00380403
0.302, -0.00352423
0.303, 0.00380862
0.304, -0.00352216
0.305, 0.00380829
0.306, -0.00351993
0.307, 0.00381301
0.308, -0.0035178
0.309, 0.00381269
0.31, -0.0035155
0.311, 0.00381752
0.312, -0.0035133
0.313, 0.00381723
0.314, -0.00351093
0.315, 0.00382219
0.316, -0.00350865
0.317, 0.00382191
0.318, -0.00350621
0.319, 0.003827
0.32, -0.00350386
0.321, 0.00382673
0.322, -0.00350134
0.323, 0.00383196
0.324, -0.00349892
0.325, 0.00383172
0.326, -0.00349632
0.327, 0.00383708
0.328, -0.00349382
0.329, 0.00383686
0.33, -0.00349114
0.331, 0.00384236
0.332, -0.00348856
0.333, 0.00384216
0.334, -0.00348579
0.335, 0.0038478
0.336, -0.00348313
0.337, 0.00384763
0.338, -0.00348028
0.339, 0.00385342
0.34, -0.00347753
0.341, 0.00385327
0.342, -0.00347459
0.343, 0.00385921
0.344, -0.00347176
0.345, 0.00385909
0.346, -0.00346873
0.347, 0.00386519
0.348, -0.0034658
0.349, 0.0038651
0.35, -0.00346268
0.351, 0.00387135
0.352, -0.00345966
0.353, 0.00387129
0.354, -0.00345644
0.355, 0.00387771
0.356, -0.00345333
0.357, 0.00387768
0.358, -0.00345
0.359, 0.00388427
0.36, -0.00344679
0.361, 0.00388427
0.362, -0.00344336
0.363, 0.00389103
0.364, -0.00344005
0.365, 0.00389107
0.366, -0.00343651
0.367, 0.003898
0.368, -0.0034331
0.369, 0.00389808
0.37, -0.00342945
0.371, 0.00390519
0.372, -0.00342592
0.373, 0.00390532
0.374, -0.00342217
0.375, 0.00391261
0.376, -0.00341853
0.377, 0.00391278
0.378, -0.00341465
0.379, 0.00392026
0.38, -0.0034109
0.381, 0.00392047
0.382, -0.00340691
0.383, 0.00392815
0.384, -0.00340303
0.385, 0.00392841
0.386, -0.00339892
0.387, 0.00393628
0.388, -0.00339492
0.389, 0.00393659
0.39, -0.00339067
0.391, 0.00394467
0.392, -0.00338655
0.393, 0.00394504
0.394, -0.00338217
0.395, 0.00395332
0.396, -0.00337792
0.397, 0.00395374
0.398, -0.00337341
0.399, 0.00396225
0.4, -0.00336902
0.401, 0.00396272
0.402, -0.00336437
0.403, 0.00397145
0.404, -0.00335985
0.405, 0.00397198
0.406, -0.00335505
0.407, 0.00398093
0.408, -0.00335038
0.409, 0.00398154
0.41, -0.00334543
0.411, 0.00399072
0.412, -0.00334062
0.413, 0.00399139
0.414, -0.00333552
0.415, 0.00400081
0.416, -0.00333055
0.417, 0.00400155
0.418, -0.00332529
0.419, 0.00401121
0.42, -0.00332017
0.421, 0.00401203
0.422, -0.00331475
0.423, 0.00402194
0.424, -0.00330946
0.425, 0.00402283
0.426, -0.00330387
0.427, 0.00403301
0.428, -0.00329842
0.429, 0.00403398
0.43, -0.00329266
0.431, 0.00404442
0.432, -0.00328704
0.433, 0.00404547
0.434, -0.00328109
0.435, 0.00405618
0.436, -0.0032753
0.437, 0.00405732
0.438, -0.00326917
0.439, 0.00406831
0.44, -0.00326319
0.441, 0.00406955
0.442, -0.00325687
0.443, 0.00408082
0.444, -0.0032507
0.445, 0.00408215
0.446, -0.00324419
0.447, 0.00409372
0.448, -0.00323782
0.449, 0.00409515
0.45, -0.00323111
0.451, 0.00410703
0.452, -0.00322455
0.453, 0.00410856
0.454, -0.00321762
0.455, 0.00412074
0.456, -0.00321085
0.457, 0.00412238
0.458, -0.00320372
0.459, 0.00413489
0.46, -0.00319673
0.461, 0.00413664
0.462, -0.00318937
0.463, 0.00414947
0.464, -0.00318217
0.465, 0.00415135
0.466, -0.00317458
0.467, 0.00416451
0.468, -0.00316716
0.469, 0.00416651
0.47, -0.00315933
0.471, 0.00418002
0.472, -0.00315167
0.473, 0.00418215
0.474, -0.00314361
0.475, 0.00419601
0.476, -0.0031357
0.477, 0.00419827
0.478, -0.00312739
0.479, 0.0042125
0.48, -0.00311924
0.481, 0.0042149
0.482, -0.00311067
0.483, 0.00422951
0.484, -0.00310226
0.485, 0.00423205
0.486, -0.00309342
0.487, 0.00424704
0.488, -0.00308475
0.489, 0.00424973
0.49, -0.00307564
0.491, 0.00426512
0.492, -0.0030667
0.493, 0.00426797
0.494, -0.0030573
0.495, 0.00428376
0.496, -0.00304808
0.497, 0.00428678
0.498, -0.00303839
0.499, 0.00430299
0.5, -0.00302888
0.501, 0.00430617
0.502, -0.00301889
0.503, 0.00432281
0.504, -0.00300908
0.505, 0.00432617
0.506, -0.00299878
0.507, 0.00434325
0.508, -0.00298866
0.509, 0.0043468
0.51, -0.00297805
0.511, 0.00436433
0.512, -0.00296761
0.513, 0.00436806
0.514, -0.00295667
0.515, 0.00438606
0.516, -0.0029459
0.517, 0.00439
0.518, -0.00293462
0.519, 0.00440847
0.52, -0.00292352
0.521, 0.00441261
0.522, -0.00291189
0.523, 0.00443158
0.524, -0.00290043
0.525, 0.00443594
0.526, -0.00288844
0.527, 0.00445541
0.528, -0.00287663
0.529, 0.00445999
0.53, -0.00286427
0.531, 0.00447998
0.532, -0.00285209
0.533, 0.00448479
0.534, -0.00283934
0.535, 0.00450531
0.536, -0.00282677
0.537, 0.00451037
0.538, -0.00281363
0.539, 0.00453143
0.54, -0.00280067
0.541, 0.00453674
0.542, -0.00278712
0.543, 0.00455837
0.544, -0.00277376
0.545, 0.00456394
0.546, -0.00275979
0.547, 0.00458615
0.548, -0.00274601
0.549, 0.00459199
0.55, -0.0027316
0.551, 0.00461479
0.552, -0.00271739
0.553, 0.00462091
0.554, -0.00270254
0.555, 0.00464432
0.556, -0.00268788
0.557, 0.00465073
0.558, -0.00267257
0.559, 0.00467478
0.56, -0.00265745
0.561, 0.00468149
0.562, -0.00264166
0.563, 0.00470618
0.564, -0.00262607
0.565, 0.0047132
0.566, -0.00260979
0.567, 0.00473856
0.568, -0.00259371
0.569, 0.00474591
0.57, -0.00257693
0.571, 0.00477195
0.572, -0.00256034
0.573, 0.00477963
0.574, -0.00254304
0.575, 0.00480637
0.576, -0.00252594
0.577, 0.00481441
0.578, -0.0025081
0.579, 0.00484187
0.58, -0.00249046
0.581, 0.00485028
0.582, -0.00247207
0.583, 0.00487848
0.584, -0.00245387
0.585, 0.00488726
0.586, -0.00243491
0.587, 0.00491622
0.588, -0.00241614
0.589, 0.0049254
0.59, -0.0023966
0.591, 0.00495515
0.592, -0.00237724
0.593, 0.00496472
0.594, -0.00235709
0.595, 0.00499528
0.596, -0.00233713
0.597, 0.00500528
0.598, -0.00231635
0.599, 0.00503666
0.6, -0.00229576
0.601, 0.0050471
0.602, -0.00227434
0.603, 0.00507934
0.604, -0.0022531
0.605, 0.00509022
0.606, -0.00223102
0.607, 0.00512334
0.608, -0.00220912
0.609, 0.00513469
0.61, -0.00218635
0.611, 0.00516871
0.612, -0.00216376
0.613, 0.00518055
0.614, -0.00214028
0.615, 0.0052155
0.616, -0.00211699
0.617, 0.00522784
0.618, -0.00209278
0.619, 0.00526374
0.62, -0.00206876
0.621, 0.00527661
0.622, -0.0020438
0.623, 0.00531349
0.624, -0.00201903
0.625, 0.00532689
0.626, -0.0019933
0.627, 0.00536478
0.628, -0.00196774
0.629, 0.00537875
0.63, -0.00194121
0.631, 0.00541768
0.632, -0.00191486
0.633, 0.00543222
0.634, -0.00188751
0.635, 0.00547222
0.636, -0.00186033
0.637, 0.00548737
0.638, -0.00183213
0.639, 0.00552846
0.64, -0.0018041
0.641, 0.00554423
0.642, -0.00177502
0.643, 0.00558645
0.644, -0.00174611
0.645, 0.00560287
0.646, -0.00171613
0.647, 0.00564625
0.648, -0.00168632
0.649, 0.00566334
0.65, -0.0016554
0.651, 0.00570792
0.652, -0.00162466
0.653, 0.00572569
0.654, -0.00159279
0.655, 0.0057715
0.656, -0.00156108
0.657, 0.00578999
0.658, -0.00152822
0.659, 0.00583707
0.66, -0.00149551
0.661, 0.0058563
0.662, -0.00146163
0.663, 0.00590468
0.664, -0.0014279
0.665, 0.00592468
0.666, -0.00139297
0.667, 0.00597439
0.668, -0.00135819
0.669, 0.00599519
0.67, -0.00132217
0.671, 0.00604628
0.672, -0.00128629
0.673, 0.00606791
0.674, -0.00124916
0.675, 0.00612041
0.676, -0.00121216
0.677, 0.00614289
0.678, -0.00117387
0.679, 0.00619685
0.68, -0.00113571
0.681, 0.00622021
0.682, -0.00109623
0.683, 0.00627567
0.684, -0.00105688
0.685, 0.00629995
0.686, -0.00101618
0.687, 0.00635695
0.688, -0.000975593
0.689, 0.00638217
0.69, -0.000933621
0.691, 0.00644077
0.692, -0.000891768
0.693, 0.00646696
0.694, -0.000848492
0.695, 0.00652719
0.696, -0.000805327
0.697, 0.0065544
0.698, -0.000760706
0.699, 0.00661631
0.7, -0.00071619
0.701, 0.00664457
0.702, -0.000670183
0.703, 0.00670821
0.704, -0.000624272
0.705, 0.00673755
0.706, -0.000576835
0.707, 0.00680298
0.708, -0.000529486
0.709, 0.00683344
0.71, -0.000480575
0.711, 0.0069007
0.712, -0.000431742
0.713, 0.00693232
0.714, -0.000381311
0.715, 0.00700146
0.716, -0.000330949
0.717, 0.00703428
0.718, -0.00027895
0.719, 0.00710537
0.72, -0.000227011
0.721, 0.00713943
0.722, -0.000173395
0.723, 0.00721252
0.724, -0.000119829
0.725, 0.00724787
0.726, -6.45467e-05
0.727, 0.00732301
0.728, -9.30264e-06
0.729, 0.00735969
0.73, 4.76988e-05
0.731, 0.00743695
0.732, 0.000104673
0.733, 0.007475
0.734, 0.000163447
0.735, 0.00755444
0.736, 0.000222207
0.737, 0.00759391
0.738, 0.000282808
0.739, 0.00767559
0.74, 0.000343409
0.741, 0.00771654
0.742, 0.000405895
0.743, 0.00780053
0.744, 0.000468394
0.745, 0.007843
0.746, 0.000532824
0.747, 0.00792936
0.748, 0.000597281
0.749, 0.0079734
0.75, 0.000663715
0.751, 0.00806221
0.752, 0.000730191
0.753, 0.00810788
0.754, 0.000798692
0.755, 0.00819921
0.756, 0.000867251
0.757, 0.00824656
0.758, 0.000937883
0.759, 0.00834048
0.76, 0.00100859
0.761, 0.00838958
0.762, 0.00108142
0.763, 0.00848616
0.764, 0.00115434
0.765, 0.00853706
0.766, 0.00122944
0.767, 0.00863639
0.768, 0.00130465
0.769, 0.00868915
0.77, 0.00138208
0.771, 0.00879131
0.772, 0.00145965
0.773, 0.00884599
0.774, 0.00153949
0.775, 0.00895106
0.776, 0.00161949
0.777, 0.00900773
0.778, 0.00170182
0.779, 0.00911581
0.78, 0.00178432
0.781, 0.00917453
0.782, 0.00186921
0.783, 0.00928569
0.784, 0.0019543
0.785, 0.00934654
0.786, 0.00204183
0.787, 0.00946088
0.788, 0.00212959
0.789, 0.00952392
0.79, 0.00221985
0.791, 0.00964154
0.792, 0.00231036
0.793, 0.00970686
0.794, 0.00240343
0.795, 0.00982784
0.796, 0.00249678
0.797, 0.00989551
0.798, 0.00259275
0.799, 0.01002
0.8, 0.00268902
0.801, 0.0100901
0.802, 0.00278798
0.803, 0.0102181
0.804, 0.00288727
0.805, 0.0102907
0.806, 0.00298931
0.807, 0.0104224
0.808, 0.00309171
0.809, 0.0104976
0.81, 0.00319694
0.811, 0.0106331
0.812, 0.00330255
0.813, 0.010711
0.814, 0.00341105
0.815, 0.0108504
0.816, 0.00351998
0.817, 0.010931
0.818, 0.00363186
0.819, 0.0110744
0.82, 0.00374421
0.821, 0.0111579
0.822, 0.00385958
0.823, 0.0113055
0.824, 0.00397544
0.825, 0.011392
0.826, 0.00409441
0.827, 0.0115438
0.828, 0.00421391
0.829, 0.0116333
0.83, 0.00433659
0.831, 0.0117896
0.832, 0.00445984
0.833, 0.0118822
0.834, 0.00458635
0.835, 0.012043
0.836, 0.00471346
0.837, 0.0121389
0.838, 0.00484391
0.839, 0.0123043
0.84, 0.00497502
0.841, 0.0124037
0.842, 0.00510954
0.843, 0.0125739
0.844, 0.00524476
0.845, 0.0126767
0.846, 0.00538348
0.847, 0.0128518
0.848, 0.00552294
0.849, 0.0129582
0.85, 0.00566599
0.851, 0.0131385
0.852, 0.00580983
0.853, 0.0132486
0.854, 0.00595734
0.855, 0.0134341
0.856, 0.0061057
0.857, 0.0135481
0.858, 0.00625781
0.859, 0.013739
0.86, 0.00641083
0.861, 0.013857
0.862, 0.00656769
0.863, 0.0140605
0.864, 0.00671864
0.865, 0.0141715
0.866, 0.00688364
0.867, 0.0143975
0.868, 0.00704494
0.869, 0.014489
0.87, 0.00721253
0.871, 0.0147393
0.872, 0.00738006
0.873, 0.0148311
0.874, 0.00754458
0.875, 0.0150826
0.876, 0.00772114
0.877, 0.0151931
0.878, 0.00789697
0.879, 0.0154272
0.88, 0.00807628
0.881, 0.0155611
0.882, 0.00825888
0.883, 0.0157895
0.884, 0.00844325
0.885, 0.0159354
0.886, 0.00863181
0.887, 0.0161664
0.888, 0.00882185
0.889, 0.0163195
0.89, 0.00901637
0.891, 0.0165562
0.892, 0.00921236
0.893, 0.0167151
0.894, 0.00941297
0.895, 0.0169585
0.896, 0.00961512
0.897, 0.017123
0.898, 0.00982201
0.899, 0.0173735
0.9, 0.0100305
0.901, 0.0175437
0.902, 0.0102439
0.903, 0.0178016
0.904, 0.0104589
0.905, 0.0179775
0.906, 0.010679
0.907, 0.018243
0.908, 0.0109008
0.909, 0.0184249
0.91, 0.0111277
0.911, 0.0186984
0.912, 0.0113566
0.913, 0.0188864
0.914, 0.0115906
0.915, 0.019168
0.916, 0.0118266
0.917, 0.0193624
0.918, 0.0120679
0.919, 0.0196523
0.92, 0.0123114
0.921, 0.0198533
0.922, 0.0125603
0.923, 0.0201519
0.924, 0.0128114
0.925, 0.0203597
0.926, 0.0130681
0.927, 0.0206672
0.928, 0.0133272
0.929, 0.020882
0.93, 0.0135919
0.931, 0.0211986
0.932, 0.0138591
0.933, 0.0214206
0.934, 0.0141322
0.935, 0.0217468
0.936, 0.0144078
0.937, 0.0219763
0.938, 0.0146894
0.939, 0.0223121
0.94, 0.0149737
0.941, 0.0225494
0.942, 0.0152641
0.943, 0.0228953
0.944, 0.0155574
0.945, 0.0231405
0.946, 0.015857
0.947, 0.0234968
0.948, 0.0161595
0.949, 0.0237502
0.95, 0.0164684
0.951, 0.0241172
0.952, 0.0167805
0.953, 0.0243791
0.954, 0.0170992
0.955, 0.0247571
0.956, 0.0174211
0.957, 0.0250279
0.958, 0.0177497
0.959, 0.0254172
0.96, 0.0180818
0.961, 0.025697
0.962, 0.0184208
0.963, 0.0260981
0.964, 0.0187634
0.965, 0.0263873
0.966, 0.019113
0.967, 0.0268005
0.968, 0.0194664
0.969, 0.0270993
0.97, 0.019827
0.971, 0.0275249
0.972, 0.0201916
0.973, 0.0278337
0.974, 0.0205636
0.975, 0.0282722
0.976, 0.0209397
0.977, 0.0285913
0.978, 0.0213233
0.979, 0.0290431
0.98, 0.0217114
0.981, 0.0293729
0.982, 0.0221071
0.983, 0.0298383
0.984, 0.0225074
0.985, 0.0301791
0.986, 0.0229155
0.987, 0.0306586
0.988, 0.0233285
0.989, 0.0310107
0.99, 0.0237495
0.991, 0.0315048
0.992, 0.0241756
0.993, 0.0318686
0.994, 0.0246099
0.995, 0.0323777
0.996, 0.0250494
0.997, 0.0327537
0.998, 0.0254974
0.999, 0.0332783
1, 0.0259509
1.001, 0.0336667
1.002, 0.026413
1.003, 0.0342072
1.004, 0.0268808
1.005, 0.0346086
1.006, 0.0273575
1.007, 0.0351656
1.008, 0.0278402
1.009, 0.0355802
1.01, 0.028332
1.011, 0.0361543
1.012, 0.0288301
1.013, 0.0360148
1.014, 0.0278165
1.015, 0.0310066
1.016, 0.0227675
1.017, 0.0227436
1.018, 0.0145475
1.019, 0.0160052
1.02, 0.00777574
1.021, 0.00857607
1.022, 0.00035453
1.023, 0.00143998
1.024, -0.00677403
1.025, -0.00580707
1.026, -0.0140339
1.027, -0.0130209
1.028, -0.0212363
1.029, -0.0202418
1.03, -0.0284669
1.031, -0.0274696
1.032, -0.0356888
1.033, -0.0346952
1.034, -0.0429196
1.035, -0.0419302
1.036, -0.0501528
1.037, -0.0491669
1.038, -0.0573924
1.039, -0.0564064
1.04, -0.0646433
1.041, -0.0636603
1.042, -0.0718991
1.043, -0.0709101
1.044, -0.0791586
1.045, -0.0781864
1.046, -0.086429
1.047, -0.0854586
1.048, -0.0937082
1.049, -0.09275
1.05, -0.100998
1.051, -0.100048
1.052, -0.1083
1.053, -0.10736
1.054, -0.115614
1.055, -0.114684
1.056, -0.122941
1.057, -0.122023
1.058, -0.131823
1.059, -0.128108
1.06, -0.137044
1.061, -0.137455
1.062, -0.142493
1.063, -0.152293
1.064, -0.144343
1.065, -0.154143
1.066, -0.157187
1.067, -0.166987
1.068, -0.159188
1.069, -0.168988
1.07, -0.172068
1.071, -0.181868
1.072, -0.174112
1.073, 0.0518973
1.074, 0.0420973
1.075, 0.0322973
1.076, 0.0404882
1.077, 0.0308185
1.078, 0.0258343
1.079, 0.0251519
1.08, 0.0176971
1.081, 0.0189117
1.082, 0.0103255
1.083, 0.010912
1.084, 0.00294546
1.085, 0.00403224
1.086, -0.00437664
1.087, -0.00360078
1.088, -0.0117285
1.089, -0.010763
1.09, -0.0190644
1.091, -0.0182118
1.092, -0.0264111
1.093, -0.0254954
1.094, -0.0337553
1.095, -0.0328797
1.096, -0.0411058
1.097, -0.0402123
1.098, -0.0484591
1.099, -0.0475819
1.1, 0.0167493
1.101, 0.00694927
1.102, -0.00285073
1.103, 0.005351
1.104, -0.00426824
1.105, -0.00780417
1.106, -0.0132505
1.107, -0.0135246
1.108, 0.00765532
1.109, -0.00214468
1.11, -0.0119447
1.111, 0.00970055
1.112, 0.000154833
1.113, -0.00519342
1.114, 0.00502094
1.115, -0.00247514
1.116, 0.00247533
1.117, -0.00508684
1.118, 0.00502015
1.119, -0.00477985
1.12, 0.00373418
1.121, 0.00279097
1.122, -0.00350657
1.123, 0.00176103
1.124, -0.00432693
1.125, 0.00432706
1.126, -0.00475193
1.127, 0.00475197
1.128, -0.00485678
1.129, 0.00485679
1.13, -0.00488267
1.131, 0.00488267
1.132, -0.00488907
1.133, 0.00488907
1.134, -0.00489064
1.135, 0.00489064
1.136, -0.00489103
1.137, 0.00489104
1.138, -0.00489113
1.139, 0.00489113
1.14, -0.00489115
1.141, 0.00489115
1.142, -0.00489116
1.143, 0.00489116
1.144, -0.00489116
1.145, 0.00489116
1.146, -0.00489116
1.147, 0.00489116
1.148, -0.00489116
1.149, 0.00489116
1.15, -0.00489116
1.151, 0.00489116
1.152, -0.00489116
1.153, 0.00489116
1.154, -0.00489116
1.155, 0.00489116
1.156, -0.00489116
1.157, 0.00489116
1.158, -0.00489116
1.159, 0.00489116
1.16, -0.00489116
1.161, 0.00489116
1.162, -0.00489116
1.163, 0.00489116
1.164, -0.00489116
1.165, 0.00489116
1.166, -0.00489116
1.167, 0.00489116
1.168, -0.00489116
1.169, 0.00489116
1.17, -0.00489116
1.171, 0.00489116
1.172, -0.00489116
1.173, 0.00489116
1.174, -0.00489116
1.175, 0.00489116
1.176, -0.00489116
1.177, 0.00489116
1.178, -0.00489116
1.179, 0.00489116
1.18, -0.00489116
1.181, 0.00489116
1.182, -0.00489116
1.183, 0.00489116
1.184, -0.00489116
1.185, 0.00489116
1.186, -0.00489116
1.187, 0.00489116
1.188, -0.00489116
1.189, 0.00489116
1.19, -0.00489116
1.191, 0.00489116
1.192, -0.00489116
1.193, 0.00489116
1.194, -0.00489116
1.195, 0.00489116
1.196, -0.00489116
1.197, 0.00489116
1.198, -0.00489116
1.199, 0.00489116
1.2, -0.00489116
1.201, 0.00489116
1.202, -0.00489116
1.203, 0.00489116
1.204, -0.00489116
1.205, 0.00489116
1.206, -0.00489116
1.207, 0.00489116
1.208, -0.00489116
1.209, 0.00489116
1.21, -0.00489116
1.211, 0.00489116
1.212, -0.00489116
1.213, 0.00489116
1.214, -0.00489116
1.215, 0.00489116
1.216, -0.00489116
1.217, 0.00489116
1.218, -0.00489116
1.219, 0.00489116
1.22, -0.00489116
1.221, 0.00489116
1.222, -0.00489116
1.223, 0.00489116
1.224, -0.00489116
1.225, 0.00489116
1.226, -0.00489116
1.227, 0.00489116
1.228, -0.00489116
1.229, 0.00489116
1.23, -0.00489116
1.231, 0.00489116
1.232, -0.00489116
1.233, 0.00489116
1.234, -0.00489116
1.235, 0.00489116
1.236, -0.00489116
1.237, 0.00489116
1.238, -0.00489116
1.239, 0.00489116
1.24, -0.00489116
1.241, 0.00489116
1.242, -0.00489116
1.243, 0.00489116
1.244, -0.00489116
1.245, 0.00489116
1.246, -0.00489116
1.247, 0.00489116
1.248, -0.00489116
1.249, 0.00489116
1.25, -0.00489116
1.251, 0.00489116
1.252, -0.00489116
1.253, 0.00489116
1.254, -0.00489116
1.255, 0.00489116
1.256, -0.00489116
1.257, 0.00489116
1.258, -0.00489116
1.259, 0.00489116
1.26, -0.00489116
1.261, 0.00489116
1.262, -0.00489116
1.263, 0.00489116
1.264, -0.00489116
1.265, 0.00489116
1.266, -0.00489116
1.267, 0.00489116
1.268, -0.00489116
1.269, 0.00489116
1.27, -0.00489116
1.271, 0.00489116
1.272, -0.00489116
