sim_time, unit_box_Custom?world_angular_acceleration/x
0.689, -0.0803587
0.69, -0.0117216
0.691, -0.0661427
0.692, -0.00957968
0.693, -0.0827751
0.694, -0.0120751
0.695, -0.0683038
0.696, -0.00989195
0.697, -0.0852655
0.698, -0.0124394
0.699, -0.0705344
0.7, -0.0102142
0.701, -0.087832
0.702, -0.012815
0.703, -0.0728368
0.704, -0.0105468
0.705, -0.0904771
0.706, -0.0132021
0.707, -0.0752132
0.708, -0.0108901
0.709, -0.0932031
0.71, -0.013601
0.711, -0.0776661
0.712, -0.0112444
0.713, -0.0960126
0.714, -0.0140123
0.715, -0.080198
0.716, -0.01161
0.717, -0.0989082
0.718, -0.0144363
0.719, -0.0828112
0.72, -0.0119873
0.721, -0.101893
0.722, -0.0148733
0.723, -0.0855085
0.724, -0.0123767
0.725, -0.104969
0.726, -0.0153237
0.727, -0.0882926
0.728, -0.0127786
0.729, -0.108139
0.73, -0.0157881
0.731, -0.0911661
0.732, -0.0131934
0.733, -0.111406
0.734, -0.0162668
0.735, -0.0941321
0.736, -0.0136214
0.737, -0.114774
0.738, -0.0167603
0.739, -0.0971935
0.74, -0.0140631
0.741, -0.118246
0.742, -0.017269
0.743, -0.100353
0.744, -0.014519
0.745, -0.121824
0.746, -0.0177935
0.747, -0.103615
0.748, -0.0149895
0.749, -0.125513
0.75, -0.0183342
0.751, -0.106981
0.752, -0.015475
0.753, -0.129314
0.754, -0.0188917
0.755, -0.110455
0.756, -0.0159761
0.757, -0.133233
0.758, -0.0194664
0.759, -0.114041
0.76, -0.0164932
0.761, -0.137273
0.762, -0.0200589
0.763, -0.117743
0.764, -0.0170268
0.765, -0.141437
0.766, -0.0206699
0.767, -0.121563
0.768, -0.0175775
0.769, -0.145729
0.77, -0.0212997
0.771, -0.125507
0.772, -0.0181458
0.773, -0.150154
0.774, -0.0219492
0.775, -0.129577
0.776, -0.0187324
0.777, -0.154716
0.778, -0.0226188
0.779, -0.133778
0.78, -0.0193376
0.781, -0.159418
0.782, -0.0233093
0.783, -0.138114
0.784, -0.0199623
0.785, -0.164266
0.786, -0.0240213
0.787, -0.14259
0.788, -0.0206069
0.789, -0.169264
0.79, -0.0247554
0.791, -0.14721
0.792, -0.0212721
0.793, -0.174416
0.794, -0.0255124
0.795, -0.151978
0.796, -0.0219586
0.797, -0.179728
0.798, -0.0262931
0.799, -0.1569
0.8, -0.0226671
0.801, -0.185205
0.802, -0.0270981
0.803, -0.16198
0.804, -0.0233982
0.805, -0.190851
0.806, -0.0279282
0.807, -0.167224
0.808, -0.0241528
0.809, -0.196672
0.81, -0.0287844
0.811, -0.172636
0.812, -0.0249315
0.813, -0.202674
0.814, -0.0296673
0.815, -0.178223
0.816, -0.0257351
0.817, -0.208862
0.818, -0.0305778
0.819, -0.18399
0.82, -0.0265644
0.821, -0.215242
0.822, -0.0315169
0.823, -0.189943
0.824, -0.0274203
0.825, -0.221821
0.826, -0.0324855
0.827, -0.196087
0.828, -0.0283035
0.829, -0.228605
0.83, -0.0334844
0.831, -0.20243
0.832, -0.0292151
0.833, -0.2356
0.834, -0.0345148
0.835, -0.208977
0.836, -0.0301558
0.837, -0.242812
0.838, -0.0355775
0.839, -0.215735
0.84, -0.0311267
0.841, -0.25025
0.842, -0.0366737
0.843, -0.222712
0.844, -0.0321286
0.845, -0.257919
0.846, -0.0378044
0.847, -0.229914
0.848, -0.0331627
0.849, -0.265828
0.85, -0.0389708
0.851, -0.237348
0.852, -0.0342299
0.853, -0.273984
0.854, -0.0401741
0.855, -0.245022
0.856, -0.0353313
0.857, -0.282395
0.858, -0.0414153
0.859, -0.252945
0.86, -0.036468
0.861, -0.291069
0.862, -0.0426958
0.863, -0.26123
0.864, -0.0374288
0.865, -0.300066
0.866, -0.0440228
0.867, -0.269932
0.868, -0.0384602
0.869, -0.309064
0.87, -0.0455725
0.871, -0.278791
0.872, -0.0395841
0.873, -0.318627
0.874, -0.046777
0.875, -0.287909
0.876, -0.0408159
0.877, -0.328756
0.878, -0.0480199
0.879, -0.296998
0.88, -0.0423057
0.881, -0.33905
0.882, -0.0493675
0.883, -0.306517
0.884, -0.0437435
0.885, -0.349559
0.886, -0.0508483
0.887, -0.316404
0.888, -0.0451749
0.889, -0.36036
0.89, -0.0524116
0.891, -0.326632
0.892, -0.0466345
0.893, -0.371489
0.894, -0.0540357
0.895, -0.337197
0.896, -0.0481358
0.897, -0.382966
0.898, -0.0557147
0.899, -0.348108
0.9, -0.0496839
0.901, -0.394805
0.902, -0.057448
0.903, -0.359373
0.904, -0.0512815
0.905, -0.407017
0.906, -0.0592369
0.907, -0.371005
0.908, -0.0529305
0.909, -0.419616
0.91, -0.0610831
0.911, -0.383017
0.912, -0.0546325
0.913, -0.432614
0.914, -0.0629884
0.915, -0.395419
0.916, -0.0563894
0.917, -0.446023
0.918, -0.0649548
0.919, -0.408227
0.92, -0.0582029
0.921, -0.459859
0.922, -0.0669844
0.923, -0.421452
0.924, -0.0600748
0.925, -0.474134
0.926, -0.0690792
0.927, -0.43511
0.928, -0.0620072
0.929, -0.488862
0.93, -0.0712415
0.931, -0.449214
0.932, -0.064002
0.933, -0.50406
0.934, -0.0734735
0.935, -0.46378
